Customer_id,Time_Spent,Browser,Newsletter,Voucher,Churn
507544,123,1,1,0,1
507545,783,0,0,0,1
507546,126,0,0,0,1
507547,202,1,1,0,0
507548,511,0,1,1,0
507549,229,0,0,0,0
507550,712,2,0,0,0
507551,148,0,0,0,0
507552,681,0,1,0,1
507553,477,0,0,0,1
507554,838,1,0,1,0
507555,1047,1,0,0,0
507556,875,0,0,1,1
507557,334,0,0,0,0
507558,159,1,0,0,0
507559,942,0,1,0,0
507560,226,0,0,1,0
507561,418,0,0,0,0
507562,1044,0,0,1,0
507563,486,1,0,0,0
507564,432,1,0,0,0
507565,420,0,0,0,1
507566,138,0,1,0,0
507567,444,1,0,0,0
507568,747,0,1,1,0
507569,589,1,0,0,0
507570,487,0,0,0,0
507571,172,3,0,0,0
507572,349,2,0,0,1
507573,388,0,0,1,0
507574,943,0,1,0,0
507575,337,0,0,1,0
507576,294,0,1,0,0
507577,653,0,0,0,0
507578,1027,0,0,0,0
507579,814,0,0,1,0
507580,305,0,0,1,0
507581,461,1,1,0,1
507582,343,0,0,0,0
507583,675,1,1,0,1
507584,632,0,0,0,0
507585,162,0,0,0,0
507586,240,1,0,0,1
507587,805,0,0,0,0
507588,154,3,0,0,0
507589,683,0,0,0,0
507590,862,0,0,0,0
507591,694,0,0,0,0
507592,514,0,0,0,1
507593,971,0,1,0,0
507594,960,0,0,1,0
507595,663,1,0,0,1
507596,585,0,0,1,0
507597,421,3,0,0,0
507598,643,0,0,0,0
507599,686,0,0,0,0
507600,900,0,0,0,0
507601,418,0,0,0,0
507602,339,1,0,0,1
507603,702,1,1,1,1
507604,507,0,0,0,0
507605,444,0,0,0,1
507606,733,0,0,0,0
507607,783,0,0,1,0
507608,578,1,0,1,1
507609,204,0,0,0,0
507610,373,0,0,1,0
507611,795,0,1,0,1
507612,540,0,0,0,0
507613,252,1,0,0,0
507614,715,0,0,0,0
507615,224,1,0,0,0
507616,626,0,0,1,0
507617,473,0,1,1,0
507618,422,0,1,0,0
507619,470,0,0,0,1
507620,909,1,1,0,1
507621,217,0,1,0,0
507622,219,1,0,1,0
507623,263,0,1,1,1
507624,1052,1,0,0,0
507625,501,1,0,1,0
507626,210,0,0,1,0
507627,1022,0,0,0,0
507628,445,2,1,0,0
507629,453,0,0,0,0
507630,412,3,0,0,0
507631,692,2,1,0,1
507632,314,0,0,0,0
507633,549,0,0,0,1
507634,204,1,0,1,0
507635,188,3,0,1,0
507636,329,3,0,0,0
507637,662,1,0,1,0
507638,369,3,0,0,0
507639,518,0,0,0,0
507640,769,0,0,1,0
507641,666,2,0,0,0
507642,707,0,0,0,1
507643,721,0,1,1,0
507644,678,0,0,0,0
507645,553,0,0,0,0
507646,639,1,1,0,1
507647,278,0,0,0,0
507648,841,0,0,0,0
507649,1003,0,0,0,0
507650,188,0,0,0,0
507651,906,1,0,1,0
507652,870,1,0,1,0
507653,722,0,1,1,0
507654,591,1,0,0,0
507655,631,1,0,0,1
507656,429,0,0,0,0
507657,314,0,0,1,0
507658,488,1,0,0,0
507659,142,1,0,1,0
507660,520,0,0,0,0
507661,910,0,0,0,1
507662,227,0,0,1,0
507663,951,0,0,0,0
507664,826,0,0,0,0
507665,561,0,0,1,1
507666,812,0,0,0,1
507667,652,1,0,0,0
507668,634,2,0,0,0
507669,156,2,0,0,0
507670,602,0,0,0,0
507671,843,0,1,0,0
507672,965,0,0,0,0
507673,974,3,0,0,1
507674,192,0,0,0,1
507675,435,3,1,1,0
507676,618,0,0,1,0
507677,952,0,0,0,0
507678,831,1,0,0,0
507679,230,0,0,0,0
507680,687,0,0,0,0
507681,750,0,0,0,0
507682,887,0,0,1,0
507683,762,1,0,0,0
507684,601,0,0,0,0
507685,797,0,0,0,0
507686,714,0,0,1,1
507687,435,1,0,1,0
507688,253,0,1,0,0
507689,272,0,0,0,0
507690,375,0,0,1,1
507691,591,0,1,1,0
507692,438,1,0,0,0
507693,871,0,0,1,0
507694,860,0,0,0,0
507695,694,0,0,0,0
507696,724,0,0,0,0
507697,606,0,0,0,0
507698,1069,0,0,0,0
507699,561,0,0,1,0
507700,618,0,0,0,0
507701,359,3,0,1,0
507702,742,0,0,0,0
507703,296,1,0,0,0
507704,856,0,0,1,0
507705,681,0,0,0,0
507706,980,0,0,0,1
507707,342,0,0,0,0
507708,284,0,0,0,1
507709,553,2,1,0,0
507710,595,1,0,1,1
507711,723,3,1,0,0
507712,910,1,0,1,0
507713,1016,0,0,0,0
507714,613,0,0,1,0
507715,926,0,0,0,0
507716,323,3,0,0,0
507717,463,0,0,0,0
507718,949,0,0,0,0
507719,629,0,0,1,0
507720,1008,0,0,0,0
507721,780,0,0,0,0
507722,149,0,0,0,0
507723,160,0,0,0,1
507724,855,1,0,1,0
507725,668,0,0,1,0
507726,605,0,1,0,0
507727,386,2,0,0,0
507728,1020,1,0,0,0
507729,975,0,0,0,0
507730,796,3,0,0,0
507731,523,0,0,1,0
507732,146,2,0,1,0
507733,412,0,1,0,0
507734,214,0,0,0,0
507735,450,0,0,1,0
507736,211,3,0,1,1
507737,394,2,0,0,0
507738,633,2,0,0,0
507739,672,1,0,0,1
507740,935,0,0,0,0
507741,888,0,0,0,0
507742,148,0,0,0,0
507743,248,0,0,1,0
507744,1066,0,0,1,0
507745,653,1,0,0,0
507746,351,0,0,0,0
507747,735,3,0,0,0
507748,1024,1,0,0,0
507749,172,0,0,0,1
507750,537,1,0,0,1
507751,726,0,1,0,0
507752,632,0,0,1,0
507753,207,1,0,0,0
507754,728,1,0,1,1
507755,131,1,0,0,0
507756,857,3,0,1,0
507757,614,0,0,0,0
507758,996,0,1,0,1
507759,677,0,0,0,0
507760,1006,3,0,1,0
507761,625,2,1,0,1
507762,1043,0,0,1,0
507763,733,0,0,0,0
507764,607,1,0,0,0
507765,1022,1,0,1,0
507766,588,0,0,0,0
507767,561,2,0,0,0
507768,335,1,0,0,0
507769,346,0,0,0,0
507770,315,1,0,1,0
507771,125,0,0,0,0
507772,241,0,0,0,0
507773,518,0,0,0,0
507774,717,0,1,0,1
507775,700,0,0,0,0
507776,1011,0,0,0,1
507777,199,2,0,1,0
507778,311,1,1,0,1
507779,912,0,0,1,0
507780,846,0,0,0,0
507781,324,0,0,0,0
507782,707,1,0,0,0
507783,1017,0,0,0,1
507784,971,3,0,0,1
507785,597,0,0,1,0
507786,550,0,0,1,0
507787,152,0,0,0,1
507788,947,2,0,0,0
507789,981,3,1,0,0
507790,455,1,1,0,0
507791,813,0,0,0,0
507792,908,3,1,0,1
507793,776,0,0,0,0
507794,555,0,0,0,0
507795,882,2,0,0,1
507796,988,1,0,0,0
507797,714,0,0,0,0
507798,535,3,0,1,0
507799,1020,3,0,0,0
507800,844,1,0,0,0
507801,428,3,1,0,0
507802,260,0,0,0,0
507803,746,0,0,0,1
507804,784,1,0,0,0
507805,565,0,0,1,0
507806,278,1,0,0,0
507807,977,0,0,0,0
507808,875,0,0,0,0
507809,741,0,0,0,0
507810,989,1,1,1,0
507811,299,0,0,1,1
507812,879,0,0,0,0
507813,719,2,0,1,1
507814,141,0,0,0,0
507815,526,2,0,0,0
507816,707,0,0,0,0
507817,1014,0,0,0,0
507818,260,0,0,0,0
507819,524,0,0,0,1
507820,1013,3,1,0,0
507821,177,1,0,0,0
507822,602,2,0,0,0
507823,756,2,0,0,1
507824,148,0,0,0,0
507825,367,1,0,0,0
507826,1068,0,1,0,0
507827,247,0,0,0,0
507828,480,1,0,0,0
507829,432,1,0,0,0
507830,701,1,0,0,0
507831,975,0,0,1,1
507832,1053,0,0,0,0
507833,708,0,0,0,0
507834,529,1,0,0,0
507835,377,0,0,0,1
507836,554,0,0,0,0
507837,859,0,0,1,0
507838,576,0,0,0,0
507839,130,1,0,0,0
507840,379,0,0,1,0
507841,226,0,0,0,0
507842,897,0,0,0,0
507843,487,0,0,0,0
507844,264,0,0,1,1
507845,810,0,0,0,0
507846,550,0,0,0,1
507847,834,0,1,1,0
507848,621,0,1,0,0
507849,521,0,0,0,0
507850,926,0,1,0,0
507851,187,0,0,0,0
507852,608,3,0,0,0
507853,715,1,0,1,1
507854,524,3,1,0,0
507855,910,0,1,0,0
507856,178,0,0,0,1
507857,423,1,0,0,0
507858,612,2,0,0,0
507859,950,0,1,1,0
507860,554,0,0,0,0
507861,543,1,0,0,0
507862,727,0,0,1,0
507863,333,0,0,0,0
507864,1012,0,0,1,0
507865,784,0,0,0,0
507866,812,1,0,0,0
507867,350,0,0,0,0
507868,506,1,0,0,0
507869,208,0,0,1,0
507870,704,1,1,0,1
507871,517,0,0,1,0
507872,1018,3,0,0,0
507873,644,0,0,0,0
507874,655,0,0,0,0
507875,544,0,1,0,0
507876,280,0,0,0,0
507877,425,0,0,0,0
507878,1002,3,0,0,0
507879,124,0,0,0,0
507880,595,1,0,0,0
507881,910,0,0,0,0
507882,562,1,0,1,0
507883,447,0,0,1,0
507884,442,0,0,0,0
507885,255,2,0,1,0
507886,325,0,0,0,0
507887,997,0,1,0,0
507888,339,1,1,0,0
507889,789,0,0,0,0
507890,406,0,0,0,0
507891,466,0,1,0,0
507892,281,0,0,0,0
507893,459,0,0,0,0
507894,916,0,0,0,0
507895,916,3,0,0,0
507896,401,0,0,0,0
507897,780,1,0,0,0
507898,317,0,0,0,0
507899,397,1,0,0,0
507900,953,0,0,1,0
507901,1069,3,0,1,0
507902,737,0,0,0,0
507903,763,0,0,0,0
507904,702,0,0,1,0
507905,147,2,0,0,0
507906,220,0,0,0,0
507907,329,2,0,0,0
507908,502,3,0,0,0
507909,761,2,0,1,0
507910,632,3,0,0,1
507911,993,0,0,0,0
507912,217,3,1,0,0
507913,144,0,0,1,1
507914,211,0,0,0,0
507915,517,0,0,1,0
507916,1077,0,0,0,0
507917,339,0,1,0,1
507918,1005,0,0,0,0
507919,289,3,0,1,1
507920,592,3,0,1,0
507921,219,1,0,0,0
507922,885,0,0,0,0
507923,276,0,0,1,0
507924,602,0,0,0,0
507925,223,0,1,0,0
507926,638,0,0,1,0
507927,420,0,0,0,0
507928,984,0,0,1,0
507929,220,0,0,0,0
507930,581,0,0,0,0
507931,972,1,0,0,0
507932,716,0,0,1,0
507933,131,3,0,1,1
507934,145,0,0,1,1
507935,410,0,0,1,0
507936,904,0,0,0,0
507937,696,0,0,0,0
507938,664,0,0,0,1
507939,595,0,0,0,0
507940,749,1,0,1,0
507941,560,0,0,0,0
507942,730,0,0,0,0
507943,443,1,0,0,0
507944,633,0,0,0,0
507945,667,1,0,0,1
507946,848,0,0,1,0
507947,187,0,0,0,1
507948,292,0,0,0,0
507949,1074,0,0,0,0
507950,1001,0,0,0,0
507951,867,3,0,1,0
507952,662,1,0,1,0
507953,720,0,0,1,0
507954,340,0,0,0,0
507955,348,0,0,0,0
507956,735,0,0,0,0
507957,632,0,0,0,0
507958,160,0,1,1,0
507959,846,0,0,0,0
507960,355,0,1,0,0
507961,761,1,1,0,0
507962,961,2,0,0,0
507963,361,0,1,0,0
507964,729,2,0,0,0
507965,415,0,0,0,1
507966,578,1,0,0,0
507967,154,0,0,0,1
507968,316,0,0,1,1
507969,954,1,0,0,1
507970,671,0,0,0,1
507971,375,0,0,1,0
507972,577,2,0,0,0
507973,515,0,0,0,0
507974,366,0,0,0,0
507975,890,1,0,0,0
507976,485,0,0,0,0
507977,825,1,0,0,0
507978,537,1,0,1,0
507979,917,0,0,0,0
507980,604,0,0,1,0
507981,829,0,0,0,0
507982,839,0,0,0,0
507983,251,0,0,1,1
507984,323,0,0,1,1
507985,185,0,0,0,0
507986,758,0,0,1,1
507987,551,0,0,0,0
507988,503,1,1,0,1
507989,644,0,0,0,0
507990,133,3,0,0,0
507991,857,1,0,0,1
507992,149,2,0,0,0
507993,270,0,0,0,0
507994,473,0,1,0,0
507995,1020,0,1,1,0
507996,624,1,0,0,1
507997,187,1,0,0,1
507998,445,3,1,1,1
507999,315,0,0,0,0
508000,606,0,1,0,0
508001,806,1,0,0,0
508002,279,1,0,0,0
508003,934,0,0,0,0
508004,337,0,0,0,0
508005,670,3,0,0,0
508006,850,0,0,0,0
508007,568,0,1,0,0
508008,717,0,0,0,0
508009,689,0,0,0,0
508010,707,0,0,1,1
508011,753,0,1,0,0
508012,409,0,0,0,0
508013,421,2,0,0,0
508014,838,3,0,0,0
508015,566,0,1,1,0
508016,500,1,0,0,0
508017,957,0,0,0,0
508018,920,1,0,0,0
508019,866,3,0,0,0
508020,756,1,0,0,0
508021,468,3,0,0,0
508022,696,0,0,0,0
508023,300,0,0,1,0
508024,862,0,0,1,0
508025,995,0,0,0,0
508026,723,2,0,1,0
508027,714,0,1,1,0
508028,990,1,0,0,0
508029,772,0,0,0,0
508030,593,0,1,0,1
508031,435,0,1,0,0
508032,978,2,1,0,0
508033,904,1,1,0,0
508034,922,1,0,0,0
508035,374,0,0,0,0
508036,163,0,0,0,0
508037,958,0,1,0,0
508038,547,0,0,0,0
508039,190,1,0,1,0
508040,164,0,0,1,0
508041,489,0,1,0,0
508042,990,3,0,0,0
508043,434,1,0,1,0
508044,570,0,0,0,0
508045,798,0,1,0,0
508046,880,1,0,0,0
508047,341,1,0,0,0
508048,914,0,1,1,1
508049,154,0,0,0,0
508050,960,1,0,0,0
508051,563,3,0,1,0
508052,941,1,0,0,0
508053,432,0,0,0,0
508054,630,0,0,0,0
508055,677,3,0,0,0
508056,847,3,0,0,0
508057,144,0,1,0,0
508058,291,3,0,0,0
508059,139,0,0,0,0
508060,227,0,0,0,0
508061,253,0,0,0,0
508062,212,0,0,0,0
508063,332,0,0,1,0
508064,291,0,0,1,0
508065,391,0,0,0,0
508066,537,3,0,0,0
508067,342,0,0,0,0
508068,809,1,1,0,0
508069,701,0,1,0,0
508070,324,0,0,0,0
508071,1045,0,0,0,0
508072,762,0,0,1,1
508073,927,1,0,1,0
508074,708,0,0,1,0
508075,756,0,0,0,0
508076,615,3,0,0,0
508077,663,1,0,0,0
508078,799,0,0,0,0
508079,858,1,0,0,0
508080,210,0,1,0,0
508081,734,1,0,1,0
508082,946,1,1,0,0
508083,995,0,0,0,1
508084,647,3,0,0,0
508085,992,0,0,0,1
508086,314,3,0,1,0
508087,981,0,0,0,0
508088,120,0,0,0,0
508089,207,0,0,0,0
508090,301,0,0,0,0
508091,843,3,0,0,0
508092,816,1,1,0,0
508093,459,0,0,0,0
508094,800,0,0,1,0
508095,837,1,0,0,0
508096,604,1,0,0,0
508097,175,0,0,0,0
508098,983,2,1,0,1
508099,782,1,0,0,0
508100,477,0,0,1,1
508101,158,1,0,0,0
508102,405,0,0,0,0
508103,513,0,0,0,0
508104,528,1,0,0,0
508105,127,0,0,0,1
508106,434,1,0,0,0
508107,803,0,0,1,0
508108,830,2,0,0,0
508109,674,0,1,1,0
508110,301,1,0,0,0
508111,657,0,0,0,1
508112,463,3,0,0,0
508113,781,0,0,0,1
508114,436,0,0,0,0
508115,290,0,0,0,0
508116,783,2,0,0,0
508117,960,0,0,0,0
508118,889,0,0,0,0
508119,428,0,0,1,0
508120,981,0,0,0,0
508121,617,3,0,0,0
508122,966,0,0,0,0
508123,1045,1,0,1,0
508124,634,1,1,0,0
508125,582,0,0,0,1
508126,149,1,1,0,1
508127,910,0,0,0,0
508128,1067,0,0,0,0
508129,570,0,0,0,0
508130,546,1,0,0,1
508131,940,0,0,1,0
508132,913,0,0,1,0
508133,456,0,0,0,0
508134,816,2,0,1,0
508135,431,0,0,0,0
508136,485,0,0,1,0
508137,878,0,0,0,0
508138,1030,0,0,0,0
508139,709,1,0,0,0
508140,1062,0,0,0,0
508141,187,3,0,0,0
508142,999,0,0,0,0
508143,380,0,0,0,0
508144,125,0,0,0,0
508145,366,0,0,0,0
508146,404,0,0,0,0
508147,684,0,0,1,0
508148,1032,0,0,1,0
508149,618,0,0,0,0
508150,805,0,0,0,0
508151,636,0,0,0,0
508152,952,0,0,0,0
508153,950,0,0,0,0
508154,780,0,0,0,0
508155,502,0,0,0,1
508156,381,1,0,1,1
508157,459,0,0,0,0
508158,762,0,0,0,0
508159,868,3,1,0,0
508160,992,1,0,0,0
508161,1045,0,0,0,0
508162,514,3,0,0,1
508163,480,0,0,0,0
508164,768,0,0,0,0
508165,220,0,0,0,0
508166,941,0,0,0,0
508167,783,0,0,0,1
508168,545,0,1,0,0
508169,1011,0,1,0,0
508170,394,0,0,0,0
508171,172,0,0,0,0
508172,169,0,0,1,0
508173,1075,0,0,1,0
508174,908,0,0,1,0
508175,330,0,0,0,0
508176,993,0,0,0,1
508177,203,0,0,0,0
508178,352,0,0,0,1
508179,956,1,0,0,0
508180,722,2,0,1,0
508181,318,0,0,0,0
508182,932,3,0,0,0
508183,685,0,0,1,0
508184,1043,0,0,0,0
508185,490,3,0,0,0
508186,430,0,0,0,0
508187,654,0,0,0,0
508188,577,0,1,0,0
508189,195,0,0,0,0
508190,221,0,0,0,1
508191,969,0,0,1,0
508192,955,0,1,0,0
508193,350,0,0,0,1
508194,765,0,0,0,0
508195,259,1,0,0,0
508196,1059,1,0,0,0
508197,1071,1,0,1,1
508198,341,0,0,0,0
508199,913,1,1,0,0
508200,876,2,0,0,0
508201,919,1,0,0,0
508202,223,0,0,0,0
508203,225,0,0,1,0
508204,1010,2,0,1,0
508205,1024,0,0,1,0
508206,123,0,0,0,0
508207,370,2,1,0,0
508208,955,0,0,0,0
508209,619,0,0,0,0
508210,700,0,0,0,0
508211,1078,0,1,0,0
508212,895,3,0,0,0
508213,658,0,0,0,0
508214,236,0,0,0,0
508215,558,0,1,0,0
508216,387,1,0,0,0
508217,698,3,1,1,0
508218,1049,3,1,0,0
508219,381,0,0,0,0
508220,1021,0,0,0,0
508221,513,0,0,0,0
508222,673,3,0,0,0
508223,962,0,0,0,0
508224,176,1,0,0,0
508225,810,3,0,0,0
508226,150,0,0,0,0
508227,563,0,0,1,0
508228,332,1,1,0,0
508229,401,2,1,0,0
508230,332,0,0,0,0
508231,689,0,0,0,0
508232,228,2,0,0,0
508233,874,1,0,0,0
508234,428,0,0,0,0
508235,374,0,0,0,0
508236,1036,3,0,1,0
508237,879,1,0,1,0
508238,951,0,1,0,0
508239,949,1,0,0,0
508240,696,0,0,0,0
508241,689,0,0,0,0
508242,650,0,0,0,0
508243,811,0,1,1,0
508244,184,1,0,0,0
508245,677,1,0,0,0
508246,404,0,0,0,0
508247,929,1,0,1,0
508248,299,3,0,0,1
508249,513,0,0,0,0
508250,723,0,0,1,0
508251,684,1,0,0,0
508252,1024,0,0,0,0
508253,490,0,0,0,0
508254,906,3,0,0,0
508255,673,0,0,1,0
508256,746,0,0,0,0
508257,166,3,0,0,0
508258,705,0,0,1,0
508259,778,1,0,0,0
508260,546,3,1,0,0
508261,628,1,0,0,0
508262,310,2,0,1,0
508263,686,0,0,0,1
508264,681,1,0,0,0
508265,472,0,0,0,0
508266,187,1,0,0,0
508267,743,0,1,0,0
508268,906,0,0,0,0
508269,969,1,1,0,1
508270,768,0,0,0,0
508271,711,0,0,1,0
508272,601,0,0,0,0
508273,659,0,0,0,0
508274,1001,1,0,0,0
508275,873,0,1,0,0
508276,193,1,0,0,0
508277,908,0,0,0,0
508278,371,1,0,0,0
508279,144,0,0,0,0
508280,793,0,0,0,0
508281,246,0,0,0,1
508282,134,0,0,0,0
508283,816,3,0,1,0
508284,359,0,0,1,0
508285,621,0,0,0,0
508286,622,1,1,0,0
508287,358,3,0,1,0
508288,872,0,0,0,0
508289,539,0,0,0,0
508290,569,0,0,0,0
508291,186,0,0,1,0
508292,816,0,0,1,0
508293,785,1,0,0,0
508294,494,3,0,0,0
508295,342,0,1,0,0
508296,1063,0,0,1,0
508297,850,1,0,0,0
508298,841,0,1,0,0
508299,957,0,0,1,0
508300,253,3,1,0,0
508301,957,0,0,1,0
508302,666,3,0,1,0
508303,436,0,0,0,1
508304,897,0,0,1,0
508305,839,0,1,0,1
508306,685,0,0,0,0
508307,714,0,0,0,1
508308,701,0,0,0,0
508309,431,1,0,0,0
508310,153,0,0,0,1
508311,1032,0,0,0,0
508312,489,0,1,0,0
508313,634,1,1,0,0
508314,520,3,0,0,0
508315,817,0,0,0,0
508316,791,2,0,0,0
508317,259,0,0,0,0
508318,1032,1,0,0,0
508319,821,0,0,1,0
508320,407,0,0,1,0
508321,459,0,0,0,0
508322,624,0,1,0,1
508323,711,2,0,0,0
508324,798,0,0,1,0
508325,448,0,0,0,0
508326,683,1,1,1,0
508327,334,1,0,1,0
508328,158,2,0,0,0
508329,236,3,0,1,0
508330,357,0,0,1,0
508331,603,1,0,1,0
508332,766,0,0,1,0
508333,994,0,0,0,0
508334,187,0,0,1,0
508335,469,1,0,0,1
508336,205,3,0,0,0
508337,413,0,0,0,0
508338,390,1,0,0,0
508339,462,1,0,0,0
508340,191,0,0,0,0
508341,878,3,0,0,0
508342,228,0,0,1,0
508343,1011,3,1,0,0
508344,535,0,0,0,0
508345,817,1,0,1,1
508346,518,1,1,0,0
508347,626,1,1,0,0
508348,379,1,0,0,0
508349,1059,0,1,0,0
508350,485,2,0,0,0
508351,620,3,0,0,0
508352,769,1,0,0,0
508353,742,0,0,1,1
508354,1012,0,0,0,0
508355,145,3,0,1,0
508356,453,0,0,0,0
508357,463,1,0,0,0
508358,347,0,0,1,0
508359,207,0,0,0,1
508360,396,3,1,1,1
508361,454,1,0,0,0
508362,977,0,0,0,0
508363,899,0,0,0,0
508364,133,0,0,0,0
508365,439,0,0,0,0
508366,905,0,0,1,1
508367,615,3,1,0,0
508368,682,0,0,0,0
508369,907,3,0,0,1
508370,1057,3,1,0,0
508371,879,0,0,0,0
508372,740,1,0,0,0
508373,986,2,1,0,1
508374,438,1,0,0,0
508375,630,0,0,0,0
508376,751,0,0,0,0
508377,474,0,0,0,0
508378,311,0,0,1,0
508379,470,1,0,0,1
508380,180,0,0,0,0
508381,535,1,0,0,0
508382,383,0,0,1,1
508383,705,0,0,1,0
508384,915,0,0,0,0
508385,948,0,0,1,0
508386,1002,0,0,0,0
508387,341,3,0,1,1
508388,750,1,0,0,0
508389,322,0,0,0,1
508390,138,0,0,1,1
508391,123,0,0,0,1
508392,766,0,0,0,0
508393,866,2,1,0,1
508394,152,0,0,0,0
508395,139,0,0,1,1
508396,374,0,0,0,1
508397,481,3,0,1,0
508398,645,0,0,1,0
508399,950,0,0,0,0
508400,758,0,0,0,1
508401,294,1,0,0,0
508402,1036,3,0,0,0
508403,207,1,0,0,0
508404,187,1,1,0,0
508405,262,3,0,0,0
508406,615,3,0,0,0
508407,1061,1,0,0,0
508408,726,0,0,0,0
508409,460,0,0,0,1
508410,494,0,0,1,0
508411,392,0,1,0,0
508412,157,0,0,0,1
508413,1062,0,1,0,0
508414,145,1,0,0,0
508415,789,0,0,0,0
508416,611,0,1,1,0
508417,705,0,0,0,0
508418,598,1,0,0,0
508419,157,0,0,0,1
508420,926,0,0,1,0
508421,374,2,0,0,0
508422,368,3,0,0,0
508423,973,0,0,0,0
508424,394,0,0,1,0
508425,326,0,0,0,0
508426,1067,3,0,0,0
508427,716,0,0,0,0
508428,338,0,0,0,1
508429,303,0,0,0,0
508430,293,0,0,1,0
508431,556,1,0,0,0
508432,529,3,1,1,0
508433,1064,0,0,0,0
508434,244,0,0,0,0
508435,705,0,0,0,0
508436,952,3,0,0,0
508437,530,0,1,0,0
508438,260,0,0,0,0
508439,1043,0,0,0,0
508440,536,0,0,1,0
508441,259,0,0,0,0
508442,525,1,0,0,0
508443,791,0,1,1,0
508444,697,0,0,0,0
508445,326,3,0,0,1
508446,428,2,0,0,0
508447,170,2,0,1,1
508448,264,1,0,0,1
508449,737,2,1,0,0
508450,289,0,0,1,0
508451,393,0,0,0,1
508452,1049,1,0,0,0
508453,233,3,0,0,1
508454,688,3,0,0,0
508455,880,0,0,0,0
508456,946,1,0,1,0
508457,665,3,1,0,0
508458,394,3,0,0,0
508459,862,3,0,0,0
508460,797,1,1,0,0
508461,694,0,0,0,0
508462,438,0,0,0,0
508463,906,2,0,0,0
508464,854,0,0,0,1
508465,985,0,0,0,0
508466,145,0,0,1,0
508467,1061,0,0,0,0
508468,732,0,0,0,0
508469,1002,1,1,0,1
508470,342,0,0,0,1
508471,704,1,0,1,0
508472,869,1,0,0,0
508473,158,0,0,1,0
508474,727,0,1,0,0
508475,690,0,0,0,1
508476,653,0,0,1,0
508477,895,0,1,0,0
508478,532,0,1,1,1
508479,476,2,0,0,0
508480,369,0,0,1,0
508481,803,0,1,0,0
508482,464,2,0,0,0
508483,1047,2,0,0,0
508484,734,0,0,0,0
508485,388,0,0,0,0
508486,400,0,0,1,0
508487,991,1,0,0,1
508488,136,0,1,0,0
508489,287,0,0,0,1
508490,852,0,0,0,0
508491,540,3,0,0,0
508492,269,0,0,0,0
508493,213,0,1,0,1
508494,581,0,0,0,1
508495,815,0,0,0,1
508496,916,0,0,0,0
508497,868,0,0,0,1
508498,449,0,0,0,0
508499,593,1,0,0,0
508500,843,0,0,0,0
508501,552,1,0,0,0
508502,432,3,1,0,0
508503,146,3,0,0,0
508504,208,3,1,0,0
508505,732,0,0,0,0
508506,165,0,0,0,0
508507,633,0,0,1,0
508508,130,0,0,0,0
508509,1056,0,0,0,0
508510,221,0,0,0,0
508511,516,1,0,0,0
508512,775,0,0,1,0
508513,121,0,0,0,0
508514,830,2,0,0,0
508515,345,1,0,1,1
508516,348,0,0,0,0
508517,266,0,0,0,0
508518,168,0,0,0,1
508519,1051,1,0,1,0
508520,897,0,0,0,0
508521,650,1,0,0,0
508522,867,0,1,0,0
508523,212,1,0,0,1
508524,560,0,0,1,0
508525,506,0,0,0,0
508526,456,0,0,0,0
508527,850,0,1,0,0
508528,438,0,0,0,0
508529,833,0,0,1,0
508530,847,1,0,0,0
508531,347,0,0,0,0
508532,931,0,0,1,0
508533,159,0,0,0,0
508534,234,1,0,0,0
508535,204,1,0,0,0
508536,854,0,0,1,0
508537,676,2,0,0,0
508538,1078,0,0,0,0
508539,872,0,0,0,0
508540,746,0,0,0,0
508541,673,0,1,1,0
508542,451,1,0,0,0
508543,420,0,1,0,0
508544,583,1,0,1,0
508545,553,0,0,0,0
508546,128,3,0,0,0
508547,869,0,1,0,0
508548,395,0,0,0,0
508549,844,0,0,1,0
508550,1062,0,0,0,0
508551,1079,0,0,0,0
508552,426,3,0,0,0
508553,1071,1,0,0,1
508554,853,2,0,1,1
508555,800,0,0,0,0
508556,492,0,0,0,0
508557,341,0,0,0,0
508558,148,0,0,0,0
508559,139,0,0,1,0
508560,525,0,0,0,0
508561,830,0,0,0,0
508562,1072,3,0,1,0
508563,136,1,0,1,0
508564,690,0,0,0,0
508565,777,1,0,0,0
508566,145,0,0,0,0
508567,493,3,0,1,0
508568,754,1,1,0,0
508569,843,3,1,0,0
508570,754,0,0,0,0
508571,583,1,0,0,1
508572,450,0,0,0,0
508573,156,0,0,0,0
508574,541,0,1,0,0
508575,368,1,0,0,0
508576,616,1,0,1,0
508577,201,0,0,1,0
508578,677,0,0,0,0
508579,325,0,0,0,0
508580,952,1,0,0,0
508581,691,0,0,0,1
508582,279,1,0,0,0
508583,219,3,1,1,1
508584,235,3,0,0,0
508585,125,0,1,1,0
508586,230,0,0,0,0
508587,420,0,0,0,0
508588,537,1,0,0,0
508589,812,2,0,0,0
508590,1018,0,0,0,0
508591,845,0,0,0,0
508592,146,0,0,0,0
508593,851,1,0,0,0
508594,478,1,0,0,0
508595,376,0,0,0,1
508596,216,0,0,0,0
508597,1017,3,0,0,0
508598,668,0,0,0,0
508599,290,0,1,1,1
508600,195,3,0,0,0
508601,589,3,0,1,0
508602,951,0,0,0,0
508603,967,0,0,0,0
508604,817,0,1,1,0
508605,702,0,0,0,1
508606,173,1,0,0,0
508607,260,1,0,0,1
508608,419,0,0,1,0
508609,890,0,0,0,1
508610,460,0,0,1,0
508611,417,0,0,0,0
