Customer_id,Revenue_Total,N_Purchases,Purchase_DATE,Purchase_VALUE,Pay_Method,Most_Purchased
507650,5.2,4,28.03.21,3.952,1,Greeting Cards and Gift Wrap
507651,32.2,6,04.03.21,24.472,0,Home Improvement
507652,44.3,4,13.04.21,15.505,3,Tools and Hardware
507653,33.1,7,02.11.21,18.205,0,Automotive
507654,38.9,7,17.03.21,11.281,1,Emergency Preparedness
507655,1.5,3,02.05.21,0.93,0,Travel and Luggage
507656,33.8,2,23.10.21,20.28,3,Camping and Hiking
507657,27.5,7,15.03.21,13.2,0,Fishing and Hunting
507658,11.4,4,18.05.21,3.078,3,Cycling and Biking
507659,4.9,2,11.01.21,3.43,1,Exercise Equipment
507660,16.2,1,06.11.21,16.2,2,Yoga and Pilates
507661,7.5,2,07.01.21,1.575,0,Fitness Accessories
507662,37.9,6,12.09.21,28.425,2,Water Sports
507663,30.6,6,15.07.21,1.53,0,Team Sports
507664,4.7,3,05.05.21,1.175,2,Individual Sports
507665,46.1,7,05.12.21,38.263,0,Board Games and Puzzles
507666,35.7,7,26.05.21,32.487,1,Educational Toys
507667,46.7,6,31.12.21,23.35,3,Stuffed Animals and Plush Toys
507668,31.7,2,15.06.21,9.827,1,Dolls and Action Figures
507669,28.8,3,01.11.21,3.168,2,Building Sets and Blocks
507670,13.1,4,15.06.21,9.17,0,Outdoor Toys
507671,3.1,2,23.12.21,3.069,2,Arts and Crafts Kits for Kids
507672,16,7,21.03.21,8.32,3,Learning and Development
507673,32.5,1,07.11.21,32.5,3,Baby and Toddler Toys
507674,59.9,2,10.04.21,50.915,0,Party Games and Supplies
507675,29.3,5,05.04.21,16.408,1,Costumes and Dress-up
507676,23.5,1,03.07.21,23.5,1,Personalized Gifts
507677,28.8,7,20.08.21,15.552,3,Food Storage and Organization
507678,2.8,3,09.01.21,2.044,1,Cleaning Tools and Supplies
507679,35,3,27.12.21,24.85,2,Laundry and Detergents
507680,16.3,3,02.10.21,1.467,2,Dishwashing and Kitchen Cleaners
507681,47.1,3,17.01.21,14.601,2,Trash Bags and Bins
507682,33.9,2,19.05.21,30.849,1,Paper Products
507683,19,2,08.11.21,16.72,0,Pest Control
507684,26.3,6,24.05.21,3.156,1,Home Fragrance
507685,3.4,4,16.08.21,0.068,0,Air Purifiers and Humidifiers
507686,12.9,4,06.08.21,2.451,1,Water Filters and Purifiers
507687,36.6,7,27.12.21,4.026,0,Light Bulbs and Fixtures
507688,25,4,03.03.21,9.5,0,Home Security Systems
507689,38.7,6,25.10.21,8.127,1,Furniture and Decor
507690,44.3,2,11.06.21,31.01,1,Bedding and Linens
507691,4.2,1,16.10.21,4.2,0,Fresh Fruits
507692,31.4,7,30.01.21,6.594,0,Fresh Vegetables
507693,56.3,5,04.12.21,51.233,2,Dairy and Eggs
507694,27.3,7,04.03.21,3.549,0,Meat and Poultry
507695,37.1,6,11.09.21,5.936,1,Seafood
507696,31.8,2,13.06.21,28.302,0,Bread and Bakery
507697,24.2,4,14.09.21,22.99,3,Pantry Staples
507698,33.6,1,05.05.21,33.6,0,Beverages
507699,32.1,3,12.01.21,11.877,1,Snacks and Chips
507700,16.5,6,03.03.21,16.5,2,Frozen Foods
507701,51.7,7,09.10.21,18.612,2,Breakfast Foods
507702,48.3,1,02.08.21,48.3,0,Canned Goods
507703,48.9,1,26.07.21,48.9,0,Pasta and Grains
507704,16.9,1,08.06.21,16.9,2,Cooking Oils and Condiments
507705,10.5,2,12.12.21,6.195,0,Baking Ingredients
507706,53.1,5,07.07.21,22.302,3,Spices and Seasonings
507707,59.1,4,08.10.21,13.593,1,International Foods
507708,31.2,4,31.01.21,10.92,3,Organic Products
507709,57.7,5,23.08.21,36.351,1,Gluten-Free Products
507710,8.8,3,02.07.21,5.456,1,Vegan and Plant-Based
507711,35.8,7,16.11.21,20.406,1,Ready-to-Eat Meals
507712,40.7,3,08.12.21,4.884,1,Baby and Toddler
507713,20.8,5,14.03.21,1.04,3,Pet Supplies
507714,22.7,7,04.05.21,21.111,3,Cleaning Supplies
507715,15.5,1,20.06.21,15.5,3,Personal Care
507716,3.5,6,07.08.21,3.36,0,Health and Wellness
507717,37.2,3,23.11.21,10.044,1,Vitamins and Supplements
507718,23.9,2,26.07.21,9.56,2,Home and Kitchen Essentials
507719,7,2,07.01.21,3.36,3,Office and School Supplies
507720,36.9,6,26.06.21,0.738,0,Electronics and Appliances
507721,5.2,5,20.07.21,2.548,3,Outdoor and Garden
507722,58.3,3,09.02.21,22.154,2,Home Decor
507723,9.3,4,07.03.21,4.65,3,Clothing and Accessories
507724,23,3,16.06.21,17.48,2,Shoes and Footwear
507725,33.3,6,06.07.21,11.322,3,Beauty and Skincare
507726,35.9,1,18.12.21,35.9,1,Hair Care
507727,29.7,1,19.02.21,29.7,1,Oral Care
507728,52.7,6,30.05.21,6.324,0,Bath and Body
507729,6.1,2,26.06.21,2.684,2,Feminine Hygiene
507730,29.5,5,26.01.21,21.83,0,Men's Grooming
507731,2.3,5,14.03.21,0.184,1,Shaving and Hair Removal
507732,30.5,3,13.06.21,1.83,0,Fragrances
507733,19.4,2,11.12.21,1.746,3,Health Monitors
507734,26.4,5,13.11.21,11.088,0,Fitness and Exercise
507735,13.2,2,27.04.21,12.672,2,Sports and Outdoor Recreation
507736,51.9,3,07.09.21,3.114,2,Baby Care Products
507737,10.3,1,09.06.21,10.3,3,Diapers and Wipes
507738,32.7,4,12.05.21,0.654,1,Baby Food
507739,27.2,5,22.05.21,22.576,1,Baby Gear and Nursery
507740,54.5,5,19.06.21,43.6,2,Toys and Games
507741,29.8,3,16.10.21,5.364,0,Electronics Accessories
507742,39.6,6,09.12.21,9.9,3,Phone and Tablet Accessories
507743,24.6,2,02.12.21,22.632,3,Computer Hardware
507744,47.7,4,07.05.21,18.603,3,Software and Apps
507745,34.2,6,05.12.21,18.81,3,Office Supplies
507746,38.9,5,19.10.21,0.389,2,Printers and Scanners
507747,57.9,1,20.02.21,57.9,0,Networking and Internet
507748,29.6,4,12.09.21,16.28,3,Home Security
507749,2.5,7,22.06.21,2.375,1,Smart Home Devices
507750,37.3,5,19.03.21,3.357,3,Audio and Headphones
507751,38.3,5,06.05.21,22.214,1,Cameras and Photography
507752,15,6,24.02.21,8.4,1,Gaming
507753,4.6,5,24.04.21,4.232,3,Books and Literature
507754,31.9,7,21.10.21,18.821,1,Movies and TV Shows
507755,32.3,6,02.06.21,22.61,3,Music and Instruments
507756,28.5,6,15.05.21,20.235,3,Arts and Crafts
507757,31.4,3,12.02.21,23.236,2,Sewing and Needlecraft
507758,15.4,7,08.11.21,7.546,1,Party Supplies
507759,20.5,6,19.12.21,6.15,0,Greeting Cards and Gift Wrap
507760,34.7,1,16.10.21,34.7,1,Home Improvement
507761,53.7,1,11.04.21,53.7,1,Tools and Hardware
507762,22.4,2,04.02.21,9.408,3,Automotive
507763,25.4,6,29.04.21,7.112,1,Emergency Preparedness
507764,33.2,1,23.06.21,33.2,0,Travel and Luggage
507765,34.1,2,11.04.21,7.502,3,Camping and Hiking
507766,27.3,6,16.03.21,20.475,0,Fishing and Hunting
507767,28.7,6,18.12.21,20.664,0,Cycling and Biking
507768,14.4,6,31.08.21,10.8,1,Exercise Equipment
507769,46.7,2,22.12.21,7.472,0,Yoga and Pilates
507770,22.4,6,21.06.21,14.56,1,Fitness Accessories
507771,44.3,7,04.11.21,1.329,2,Water Sports
507772,1.8,4,24.08.21,0.054,3,Team Sports
507773,2.9,4,12.06.21,0.812,0,Individual Sports
507774,2,5,24.07.21,0.62,1,Board Games and Puzzles
507775,33.3,3,21.04.21,16.983,3,Educational Toys
507776,25.1,7,02.03.21,7.53,1,Stuffed Animals and Plush Toys
507777,59.7,6,12.01.21,1.194,0,Dolls and Action Figures
507778,32.1,5,28.09.21,7.062,2,Building Sets and Blocks
507779,41.1,5,14.10.21,11.919,3,Outdoor Toys
507780,18.1,1,20.09.21,18.1,2,Arts and Crafts Kits for Kids
507781,20.4,5,13.10.21,12.444,2,Learning and Development
507782,31.6,6,07.04.21,10.744,1,Baby and Toddler Toys
507783,28.3,3,27.01.21,9.622,0,Party Games and Supplies
507784,47.9,1,18.11.21,47.9,2,Costumes and Dress-up
507785,36.4,4,07.02.21,20.748,3,Personalized Gifts
507786,58.7,7,17.11.21,39.916,1,Food Storage and Organization
507787,4.9,1,12.05.21,4.9,3,Cleaning Tools and Supplies
507788,17.5,5,29.07.21,16.625,2,Laundry and Detergents
507789,29.6,7,13.02.21,25.752,3,Dishwashing and Kitchen Cleaners
507790,30.6,5,09.06.21,14.994,3,Trash Bags and Bins
507791,10.6,5,26.12.21,2.756,3,Paper Products
507792,35.9,5,15.04.21,10.052,1,Pest Control
507793,49.1,6,01.03.21,29.46,1,Home Fragrance
507794,7.9,5,10.12.21,2.923,1,Air Purifiers and Humidifiers
507795,36.7,5,19.04.21,26.791,0,Water Filters and Purifiers
507796,9.2,1,18.12.21,9.2,3,Light Bulbs and Fixtures
507797,5.8,4,13.10.21,3.77,3,Home Security Systems
507798,4.2,4,05.03.21,0.966,0,Furniture and Decor
507799,8.6,1,29.04.21,8.6,1,Bedding and Linens
507800,15.3,6,12.03.21,7.65,1,Bath Towels and Mats
507801,0.9,4,02.07.21,0.81,1,Fresh Fruits
507802,56.5,5,18.01.21,53.675,1,Fresh Vegetables
507803,37.6,3,12.06.21,5.264,1,Dairy and Eggs
507804,57.3,2,20.05.21,7.449,2,Meat and Poultry
507805,38.1,4,22.11.21,4.572,1,Seafood
507806,51.3,6,09.05.21,42.066,3,Bread and Bakery
507807,35.3,6,23.03.21,32.123,2,Pantry Staples
507808,36.1,2,30.11.21,23.104,0,Beverages
507809,1.5,3,15.03.21,1.23,0,Snacks and Chips
507810,32.3,3,02.08.21,3.553,0,Frozen Foods
507811,39.3,7,18.10.21,21.615,1,Breakfast Foods
507812,15,2,20.07.21,10.35,1,Canned Goods
507813,17,6,14.09.21,10.2,2,Pasta and Grains
507814,16.9,7,31.08.21,8.45,2,Cooking Oils and Condiments
507815,8.4,1,07.11.21,8.4,2,Baking Ingredients
507816,38.7,1,05.01.21,38.7,2,Spices and Seasonings
507817,27.2,4,05.11.21,4.624,3,International Foods
507818,14.2,7,02.08.21,3.834,0,Organic Products
507819,20.5,5,06.04.21,8.2,1,Gluten-Free Products
507820,11.3,1,21.08.21,11.3,1,Vegan and Plant-Based
507821,14.6,3,05.05.21,11.242,0,Ready-to-Eat Meals
507822,2.3,7,03.02.21,0.368,2,Baby and Toddler
507823,11.8,3,17.09.21,6.726,2,Pet Supplies
507824,7.7,7,29.08.21,6.006,3,Cleaning Supplies
507825,37.1,5,01.11.21,10.759,0,Personal Care
507826,52.7,4,15.12.21,12.648,1,Health and Wellness
507827,52.9,1,21.10.21,52.9,2,Vitamins and Supplements
507828,46.7,2,13.02.21,38.761,2,Home and Kitchen Essentials
507829,37.4,7,28.11.21,2.244,0,Office and School Supplies
507830,30.9,7,01.01.21,0.927,1,Electronics and Appliances
507831,36.2,4,27.12.21,17.738,1,Outdoor and Garden
507832,38.6,2,18.09.21,5.79,3,Home Decor
507833,9,2,23.02.21,7.92,0,Clothing and Accessories
507834,12.5,4,02.11.21,10.125,3,Shoes and Footwear
507835,31.8,4,10.11.21,6.36,3,Beauty and Skincare
507836,42.9,5,24.07.21,18.018,3,Hair Care
507837,32.3,1,10.07.21,32.3,0,Oral Care
507838,35.1,6,21.07.21,32.292,3,Bath and Body
507839,32.9,6,03.08.21,32.9,3,Feminine Hygiene
507840,28.1,2,12.04.21,21.075,1,Men's Grooming
507841,30.2,2,27.06.21,19.026,1,Shaving and Hair Removal
507842,39.9,1,16.03.21,39.9,0,Fragrances
507843,28.8,6,14.01.21,23.616,2,Health Monitors
507844,12.4,6,26.10.21,7.068,0,Fitness and Exercise
507845,51.5,5,30.09.21,50.47,0,Sports and Outdoor Recreation
507846,9.1,4,29.10.21,2.093,0,Baby Care Products
507847,8.8,7,04.07.21,0.088,1,Diapers and Wipes
507848,56.1,2,04.02.21,47.685,0,Baby Food
507849,0.8,5,15.04.21,0.424,2,Baby Gear and Nursery
507850,32.3,3,15.12.21,1.292,2,Toys and Games
507851,31.2,3,02.03.21,7.488,2,Electronics Accessories
507852,17.1,7,16.05.21,12.483,2,Phone and Tablet Accessories
507853,32.5,6,19.05.21,12.025,2,Computer Hardware
507854,35.7,4,16.01.21,0.357,0,Software and Apps
507855,15.2,5,19.08.21,6.992,3,Office Supplies
507856,27.7,1,27.02.21,27.7,0,Printers and Scanners
507857,43.5,1,13.09.21,43.5,3,Networking and Internet
507858,47.9,5,17.02.21,28.261,1,Home Security
507859,40.1,2,01.03.21,18.446,2,Smart Home Devices
507860,30.3,2,03.03.21,26.058,1,Audio and Headphones
507861,13.3,2,08.09.21,10.773,0,Cameras and Photography
507862,27.1,4,30.06.21,8.672,0,Gaming
507863,35,1,13.08.21,35,1,Books and Literature
507864,20.6,2,13.09.21,4.944,2,Movies and TV Shows
507865,41.7,3,19.05.21,29.19,1,Music and Instruments
507866,9.1,5,09.12.21,4.914,1,Arts and Crafts
507867,57.9,2,30.10.21,7.527,1,Sewing and Needlecraft
507868,31.2,4,22.08.21,14.352,1,Party Supplies
507869,48.3,5,14.11.21,45.885,3,Greeting Cards and Gift Wrap
507870,31.1,1,15.02.21,31.1,0,Home Improvement
507871,2,6,03.09.21,1.74,3,Tools and Hardware
507872,0.6,1,08.04.21,0.6,0,Automotive
507873,2.5,2,11.12.21,0.1,0,Emergency Preparedness
507874,33.1,2,09.06.21,11.254,1,Travel and Luggage
507875,28.4,5,30.10.21,17.04,0,Camping and Hiking
507876,27.9,3,30.01.21,18.414,3,Fishing and Hunting
507877,10.6,3,26.07.21,8.162,1,Cycling and Biking
507878,34.2,1,04.04.21,34.2,1,Exercise Equipment
507879,29.7,4,01.10.21,14.553,1,Yoga and Pilates
507880,11.5,4,04.03.21,2.53,0,Fitness Accessories
507881,13.1,1,16.03.21,13.1,1,Water Sports
507882,53.7,3,09.08.21,28.998,3,Team Sports
507883,32.3,5,25.08.21,24.871,0,Individual Sports
507884,36.5,3,17.03.21,0.73,1,Board Games and Puzzles
507885,32.7,7,22.02.21,19.293,3,Educational Toys
507886,14.6,7,28.03.21,7.008,0,Stuffed Animals and Plush Toys
507887,6.3,7,01.11.21,2.205,0,Dolls and Action Figures
507888,57.5,5,05.07.21,10.925,0,Building Sets and Blocks
507889,4.9,3,15.07.21,1.519,2,Outdoor Toys
507890,5.1,4,30.08.21,3.519,2,Arts and Crafts Kits for Kids
507891,59.3,4,12.10.21,1.186,2,Learning and Development
507892,44.9,4,22.12.21,28.287,3,Baby and Toddler Toys
507893,37.4,7,22.09.21,0.374,3,Party Games and Supplies
507894,38.5,2,19.10.21,1.925,1,Costumes and Dress-up
507895,25.4,1,13.03.21,25.4,0,Personalized Gifts
507896,23,5,17.07.21,2.3,3,Food Storage and Organization
507897,43.5,1,27.01.21,43.5,1,Cleaning Tools and Supplies
507898,9.5,1,14.10.21,9.5,0,Laundry and Detergents
507899,31.6,6,23.01.21,18.644,3,Dishwashing and Kitchen Cleaners
507900,45.1,2,30.09.21,6.765,1,Trash Bags and Bins
507901,23.4,2,10.07.21,13.572,3,Paper Products
507902,36.7,2,26.04.21,35.966,1,Pest Control
507903,0.7,6,09.09.21,0.112,2,Home Fragrance
507904,40,1,08.12.21,40,1,Air Purifiers and Humidifiers
507905,19.6,2,10.10.21,4.116,0,Water Filters and Purifiers
507906,39.7,3,01.09.21,28.981,1,Light Bulbs and Fixtures
507907,32.4,2,25.05.21,7.452,3,Home Security Systems
507908,12.4,7,15.09.21,0.124,1,Furniture and Decor
507909,37,6,27.01.21,27.01,1,Bedding and Linens
507910,10.8,5,23.10.21,5.508,0,Fresh Fruits
507911,5.7,3,06.06.21,4.845,0,Fresh Vegetables
507912,27.4,2,24.04.21,24.386,3,Dairy and Eggs
507913,3.4,4,21.04.21,2.584,0,Meat and Poultry
507914,5.3,6,08.05.21,0.795,1,Seafood
507915,36.9,5,30.07.21,31.365,1,Bread and Bakery
507916,2.7,1,03.11.21,2.7,3,Pantry Staples
507917,10,3,22.02.21,0.6,1,Beverages
507918,11.9,2,01.03.21,2.856,1,Snacks and Chips
507919,35.6,3,30.03.21,29.904,2,Frozen Foods
507920,23.3,5,09.03.21,19.339,2,Breakfast Foods
507921,22,4,24.08.21,1.32,3,Canned Goods
507922,36.2,4,26.02.21,33.666,1,Pasta and Grains
507923,28.3,4,08.08.21,25.187,3,Cooking Oils and Condiments
507924,22.9,4,05.04.21,21.755,3,Baking Ingredients
507925,14.2,3,13.11.21,11.502,0,Spices and Seasonings
507926,34.3,7,30.10.21,34.3,3,International Foods
507927,29.3,5,27.08.21,16.994,1,Organic Products
507928,28.6,5,21.05.21,12.584,0,Gluten-Free Products
507929,2.4,1,10.01.21,2.4,2,Vegan and Plant-Based
507930,32.6,6,02.09.21,25.428,1,Ready-to-Eat Meals
507931,35.1,7,23.10.21,26.325,1,Baby and Toddler
507932,17.3,5,08.11.21,9.342,1,Pet Supplies
507933,5.8,7,03.08.21,2.552,2,Cleaning Supplies
507934,44.3,2,21.08.21,34.997,1,Personal Care
507935,25.4,3,16.06.21,15.748,0,Health and Wellness
507936,39.2,7,16.12.21,17.248,1,Vitamins and Supplements
507937,45.1,6,13.04.21,26.158,3,Home and Kitchen Essentials
507938,55.5,6,30.03.21,39.405,0,Office and School Supplies
507939,41.7,4,14.04.21,1.668,2,Electronics and Appliances
507940,27.2,2,15.08.21,14.416,3,Outdoor and Garden
507941,5.4,2,30.01.21,0.702,1,Home Decor
507942,6.8,5,19.12.21,0.68,0,Clothing and Accessories
507943,14.7,3,19.10.21,4.116,2,Shoes and Footwear
507944,15.8,1,09.11.21,15.8,0,Beauty and Skincare
507945,7.5,6,02.07.21,5.25,2,Hair Care
507946,30,5,08.01.21,19.8,0,Oral Care
507947,39.3,4,20.05.21,17.292,0,Bath and Body
507948,5.2,3,19.03.21,2.184,1,Feminine Hygiene
507949,50.1,4,30.12.21,47.094,3,Men's Grooming
507950,6.6,1,26.11.21,6.6,3,Shaving and Hair Removal
507951,30,1,28.05.21,30,1,Fragrances
507952,58.1,7,17.02.21,5.229,3,Health Monitors
507953,8.8,4,24.06.21,2.816,1,Fitness and Exercise
507954,1.5,2,04.03.21,0.6,3,Sports and Outdoor Recreation
507955,27.6,6,29.04.21,14.904,0,Baby Care Products
507956,13.6,3,11.10.21,8.568,3,Diapers and Wipes
507957,54.7,2,11.12.21,43.76,3,Baby Food
507958,31.9,3,22.11.21,10.527,0,Baby Gear and Nursery
507959,36.4,2,21.04.21,1.456,0,Toys and Games
507960,33.9,6,06.04.21,20.001,3,Electronics Accessories
507961,32.9,6,24.02.21,0.658,0,Phone and Tablet Accessories
507962,57.9,1,21.08.21,57.9,0,Computer Hardware
507963,35.9,4,26.01.21,30.874,3,Software and Apps
507964,16.5,4,02.12.21,11.55,0,Office Supplies
507965,59.5,1,20.10.21,59.5,3,Printers and Scanners
507966,36.1,5,10.08.21,24.548,0,Networking and Internet
507967,37.7,1,01.06.21,37.7,3,Home Security
507968,40,4,27.10.21,23.6,2,Smart Home Devices
507969,36.8,3,10.09.21,21.344,3,Audio and Headphones
507970,6.1,5,17.03.21,5.978,0,Cameras and Photography
507971,16.2,2,27.08.21,9.072,3,Gaming
507972,3.2,7,26.08.21,1.568,0,Books and Literature
507973,36.3,1,29.06.21,36.3,1,Movies and TV Shows
507974,55.5,5,12.12.21,38.85,3,Music and Instruments
507975,6.7,6,02.04.21,2.948,2,Arts and Crafts
507976,11,6,09.03.21,5.72,2,Sewing and Needlecraft
507977,51.5,2,15.01.21,48.925,0,Party Supplies
507978,17.5,5,12.11.21,13.475,0,Greeting Cards and Gift Wrap
507979,36.8,5,13.01.21,12.88,0,Home Improvement
507980,4.4,5,26.04.21,0.748,1,Tools and Hardware
507981,0.9,1,30.11.21,0.9,3,Automotive
507982,6.6,4,28.06.21,4.818,2,Emergency Preparedness
507983,22.9,1,10.09.21,22.9,1,Travel and Luggage
507984,29.9,4,17.04.21,15.548,2,Camping and Hiking
507985,17.9,5,26.03.21,7.518,1,Fishing and Hunting
507986,9,1,16.01.21,9,1,Cycling and Biking
507987,36.3,6,25.10.21,14.157,3,Exercise Equipment
507988,21.9,5,25.02.21,20.148,1,Yoga and Pilates
507989,9.1,4,05.12.21,5.096,2,Fitness Accessories
507990,29.4,1,13.03.21,29.4,2,Water Sports
507991,27.2,7,05.03.21,4.352,0,Team Sports
507992,35.3,6,13.11.21,32.123,2,Individual Sports
507993,37.7,5,23.11.21,1.131,1,Board Games and Puzzles
507994,41.9,7,18.09.21,13.827,2,Educational Toys
507995,31.3,7,26.11.21,31.3,2,Stuffed Animals and Plush Toys
507996,33.8,6,12.04.21,1.014,0,Dolls and Action Figures
507997,19.3,2,10.11.21,11.387,0,Building Sets and Blocks
507998,13,5,18.11.21,0.26,1,Outdoor Toys
507999,35.9,4,17.08.21,7.539,1,Arts and Crafts Kits for Kids
508000,33.6,4,29.05.21,31.92,1,Learning and Development
508001,16.1,7,24.04.21,12.88,2,Baby and Toddler Toys
508002,58.5,5,08.12.21,45.63,0,Party Games and Supplies
508003,31.1,7,01.10.21,29.234,2,Costumes and Dress-up
508004,20.7,2,19.07.21,16.56,0,Personalized Gifts
508005,20.6,3,24.07.21,11.33,3,Food Storage and Organization
508006,31.5,6,14.11.21,14.49,2,Cleaning Tools and Supplies
508007,8.3,2,03.05.21,7.885,3,Laundry and Detergents
508008,35.4,3,06.03.21,3.54,2,Dishwashing and Kitchen Cleaners
508009,11.7,2,26.07.21,4.563,1,Trash Bags and Bins
508010,59.9,2,11.03.21,16.173,0,Paper Products
508011,38.1,3,18.10.21,15.24,0,Pest Control
508012,25,6,25.08.21,17.25,3,Home Fragrance
508013,15.1,3,19.07.21,7.248,1,Air Purifiers and Humidifiers
508014,35.1,3,21.10.21,29.133,3,Water Filters and Purifiers
508015,17.2,1,17.03.21,17.2,0,Light Bulbs and Fixtures
508016,23,4,09.12.21,9.43,3,Home Security Systems
508017,6.5,7,24.03.21,1.17,1,Furniture and Decor
508018,38.5,4,02.06.21,6.93,0,Bedding and Linens
508019,26.2,7,01.12.21,6.026,3,Fresh Fruits
508020,29.8,6,18.06.21,24.734,1,Fresh Vegetables
508021,33.9,2,26.06.21,26.103,1,Dairy and Eggs
508022,28,3,31.05.21,10.92,2,Meat and Poultry
508023,1.6,3,23.07.21,0.32,1,Seafood
508024,54.9,5,22.08.21,7.686,1,Bread and Bakery
508025,56.5,2,29.06.21,21.47,1,Pantry Staples
508026,12.6,1,19.07.21,12.6,3,Beverages
508027,27.8,5,28.04.21,11.398,2,Snacks and Chips
508028,41.5,2,07.12.21,0.83,1,Frozen Foods
508029,59.5,2,25.11.21,18.445,3,Breakfast Foods
508030,34.9,5,10.03.21,19.893,1,Canned Goods
508031,42.5,1,16.12.21,42.5,1,Pasta and Grains
508032,48.3,1,16.08.21,48.3,3,Cooking Oils and Condiments
508033,29.6,3,17.09.21,21.608,0,Baking Ingredients
508034,14,1,14.08.21,14,1,Spices and Seasonings
508035,40,7,16.07.21,24,0,International Foods
508036,31,5,21.03.21,13.95,2,Organic Products
508037,33.8,3,06.04.21,21.632,1,Gluten-Free Products
508038,36.7,2,28.02.21,27.892,3,Vegan and Plant-Based
508039,27.3,7,14.08.21,22.113,1,Ready-to-Eat Meals
508040,12.2,1,06.11.21,12.2,3,Baby and Toddler
508041,42.3,1,28.10.21,42.3,3,Pet Supplies
508042,5.8,1,03.11.21,5.8,3,Cleaning Supplies
508043,34.7,3,28.05.21,12.839,3,Personal Care
508044,36.9,5,19.11.21,29.52,2,Health and Wellness
508045,19,2,28.06.21,7.22,2,Vitamins and Supplements
508046,31.4,7,27.08.21,14.444,1,Home and Kitchen Essentials
508047,23,7,26.10.21,13.34,0,Office and School Supplies
508048,21.6,6,05.03.21,20.304,0,Electronics and Appliances
508049,0.5,5,18.10.21,0.38,0,Outdoor and Garden
508050,5.8,1,08.02.21,5.8,1,Home Decor
508051,44.9,5,23.05.21,41.308,2,Clothing and Accessories
508052,31.3,4,21.09.21,15.963,0,Shoes and Footwear
508053,27.1,1,04.09.21,27.1,0,Beauty and Skincare
508054,3.4,2,27.08.21,1.054,1,Hair Care
508055,31.9,6,04.04.21,22.011,0,Oral Care
508056,5.3,5,06.07.21,3.763,0,Bath and Body
508057,59.9,4,25.04.21,58.103,1,Feminine Hygiene
508058,10.9,2,11.12.21,7.194,0,Men's Grooming
508059,32.3,1,19.05.21,32.3,1,Shaving and Hair Removal
508060,30.4,4,09.11.21,2.432,1,Fragrances
508061,30.7,7,18.02.21,28.244,0,Health Monitors
508062,20.7,1,26.02.21,20.7,0,Fitness and Exercise
508063,31.3,6,08.06.21,11.268,2,Sports and Outdoor Recreation
508064,25.4,6,01.03.21,18.034,2,Baby Care Products
508065,29,2,27.04.21,24.65,3,Diapers and Wipes
508066,35,6,17.01.21,6.65,3,Baby Food
508067,32.6,5,25.10.21,5.542,0,Baby Gear and Nursery
508068,37.5,2,14.03.21,4.5,2,Toys and Games
508069,37.5,6,30.09.21,29.25,3,Electronics Accessories
508070,39.7,7,18.10.21,36.524,0,Phone and Tablet Accessories
508071,31.7,4,19.12.21,24.409,2,Computer Hardware
508072,0.9,3,03.12.21,0.549,0,Software and Apps
508073,9.9,3,10.04.21,6.732,1,Office Supplies
508074,1.9,3,31.10.21,0.228,0,Printers and Scanners
508075,13,7,30.04.21,7.28,1,Networking and Internet
508076,31.4,1,14.11.21,31.4,0,Home Security
508077,35.4,6,08.12.21,27.966,0,Smart Home Devices
508078,32,2,12.11.21,22.72,3,Audio and Headphones
508079,36.2,4,21.10.21,9.774,1,Cameras and Photography
508080,34.5,7,08.05.21,6.21,3,Gaming
508081,55.1,2,26.04.21,45.182,0,Books and Literature
508082,33.4,4,19.06.21,26.386,2,Movies and TV Shows
508083,39.8,2,20.02.21,25.472,0,Music and Instruments
508084,14.4,7,06.05.21,2.448,2,Arts and Crafts
508085,57.7,3,04.11.21,38.082,3,Sewing and Needlecraft
508086,39.9,1,01.09.21,39.9,1,Party Supplies
508087,9.5,1,16.08.21,9.5,0,Greeting Cards and Gift Wrap
508088,2.4,5,17.12.21,2.016,0,Home Improvement
508089,18.2,3,06.05.21,11.83,0,Tools and Hardware
508090,43.5,2,03.03.21,25.23,3,Automotive
508091,53.7,7,03.12.21,53.7,1,Emergency Preparedness
508092,58.9,7,10.09.21,8.835,0,Travel and Luggage
508093,43.9,2,14.09.21,25.023,0,Camping and Hiking
508094,45.3,5,04.04.21,7.701,2,Fishing and Hunting
508095,0.6,2,19.05.21,0.09,1,Cycling and Biking
508096,43.5,1,09.11.21,43.5,0,Exercise Equipment
508097,38.1,1,28.03.21,38.1,3,Yoga and Pilates
508098,20.9,5,26.06.21,11.077,2,Fitness Accessories
508099,50.1,1,18.11.21,50.1,0,Water Sports
508100,1.8,4,22.09.21,0.108,1,Team Sports
508101,57.5,4,20.05.21,18.975,2,Individual Sports
508102,14.9,4,25.08.21,1.639,0,Board Games and Puzzles
508103,4.5,5,28.11.21,4.5,2,Educational Toys
508104,34.6,2,20.02.21,19.03,2,Stuffed Animals and Plush Toys
508105,32.1,6,26.12.21,2.568,0,Dolls and Action Figures
508106,1.6,4,09.06.21,0.928,0,Building Sets and Blocks
508107,4.6,4,13.11.21,1.794,0,Outdoor Toys
508108,33.7,7,01.05.21,12.132,0,Arts and Crafts Kits for Kids
508109,16,3,15.01.21,11.36,0,Learning and Development
508110,33.5,4,09.11.21,9.045,1,Baby and Toddler Toys
508111,13.5,2,23.11.21,10.665,3,Party Games and Supplies
508112,21,2,11.04.21,15.96,1,Costumes and Dress-up
