Customer_id,Age,Gender,Location,MembershipLevel
506663,55,1,Pennsylvania,Star
506664,56,1,Utah,Star
506665,29,0,Maine,Star
506666,53,1,Rhode Island,Star
506667,22,0,Maryland,Star
506668,37,1,North Carolina,Star
506669,24,1,New Mexico,Star
506670,62,1,Nevada,Star
506671,21,1,Oklahoma,Star
506672,45,1,Arkansas,Star
506673,21,0,Michigan,Star
506674,34,0,Pennsylvania,Star
506675,36,0,Pennsylvania,Star
506676,40,0,Georgia,Star
506677,32,1,Wyoming,Star
506678,22,1,Montana,Star
506679,43,0,North Dakota,Star
506680,44,1,Oklahoma,Star
506681,22,0,Minnesota,Star
506682,28,1,Texas,Star
506683,61,1,Maryland,Star
506684,50,0,Kentucky,Star
506685,16,1,Colorado,Star
506686,34,1,Ohio,Star
506687,52,1,Alabama,Star
506688,42,0,South Dakota,Star
506689,52,1,Louisiana,Star
506690,36,0,Texas,Star
506691,16,0,Georgia,Star
506692,58,1,New Jersey,Star
506693,29,1,Pennsylvania,Star
506694,36,1,New Mexico,Star
506695,56,1,Delaware,Star
506696,57,0,Washington,Star
506697,35,1,Washington,Star
506698,31,1,Idaho,Star
506699,56,0,Missouri,Star
506700,30,0,West Virginia,Star
506701,41,0,Wisconsin,Star
506702,30,1,Rhode Island,Star
506703,29,0,South Dakota,Star
506704,48,1,North Carolina,Star
506705,32,1,Oregon,Star
506706,53,1,Minnesota,Star
506707,39,1,Rhode Island,Star
506708,21,1,Massachusetts,Star
506709,62,1,Maryland,Star
506710,55,0,South Dakota,Star
506711,17,1,Illinois,Star
506712,17,0,Utah,Star
506713,54,0,New Jersey,Star
506714,46,1,Alaska,Star
506715,56,0,Missouri,Star
506716,22,1,Louisiana,Star
506717,43,0,Louisiana,Star
506718,45,0,Rhode Island,Star
506719,18,1,New York,Star
506720,31,1,Idaho,Star
506721,54,1,Iowa,Star
506722,23,0,Maine,Star
506723,39,1,Iowa,Star
506724,49,1,Connecticut,Star
506725,47,1,Minnesota,Star
506726,25,0,Delaware,Star
506727,27,0,West Virginia,Star
506728,52,1,Michigan,Star
506729,17,1,Utah,Star
506730,52,1,Iowa,Star
506731,27,1,South Carolina,Star
506732,42,0,North Dakota,Star
506733,47,1,Minnesota,Star
506734,17,1,Michigan,Star
506735,40,1,Massachusetts,Star
506736,43,1,Mississippi,Star
506737,18,1,Tennessee,Star
506738,21,0,West Virginia,Star
506739,31,1,Michigan,Star
506740,41,1,Nevada,Star
506741,34,1,Louisiana,Star
506742,53,1,Massachusetts,Star
506743,22,1,Nevada,Star
506744,21,1,Mississippi,Star
506745,47,1,Vermont,Star
506746,22,0,South Dakota,Star
506747,63,1,Iowa,Star
506748,50,1,Virginia,Star
506749,49,1,Alabama,Star
506750,38,1,Georgia,Star
506751,37,1,Alabama,Star
506752,33,0,North Dakota,Star
506753,33,1,New Jersey,Star
506754,17,1,Michigan,Star
506755,31,0,California,Star
506756,47,0,Maine,Star
506757,49,1,Missouri,Star
506758,45,1,Washington,Star
506759,54,0,Connecticut,Star
506760,33,1,Kansas,Star
506761,35,1,Connecticut,Star
506762,23,1,Kentucky,Star
506763,22,1,Massachusetts,Star
506764,18,1,New York,Star
506765,28,1,South Carolina,Star
506766,44,0,New Hampshire,Star
506767,26,1,Vermont,Star
506768,38,1,Pennsylvania,Star
506769,39,1,Kansas,Star
506770,35,0,Texas,Star
506771,52,0,Wyoming,Star
506772,61,1,Minnesota,Star
506773,26,1,Utah,Star
506774,48,0,Missouri,Star
506775,51,1,Missouri,Star
506776,37,0,Michigan,Star
506777,29,0,North Carolina,Star
506778,56,0,Hawaii,Star
506779,21,1,Arizona,Star
506780,56,1,New Jersey,Star
506781,41,1,Connecticut,Star
506782,52,0,Washington,Star
506783,17,1,Georgia,Star
506784,22,0,Nevada,Star
506785,33,0,New Mexico,Star
506786,21,1,Indiana,Star
506787,20,1,Mississippi,Star
506788,47,1,Arkansas,Star
506789,20,1,California,Star
506790,48,1,Alaska,Star
506791,38,0,Georgia,Star
506792,44,1,Georgia,Star
506793,24,1,Rhode Island,Star
506794,49,1,Nebraska,Star
506795,57,1,Nebraska,Star
506796,19,1,Virginia,Star
506797,61,0,Idaho,Star
506798,19,1,Illinois,Star
506799,51,1,Texas,Star
506800,37,0,Oregon,Star
506801,57,1,Montana,Star
506802,62,1,Wisconsin,Star
506803,46,1,Washington,Star
506804,25,1,Wyoming,Star
506805,45,1,South Carolina,Star
506806,57,1,Ohio,Star
506807,28,0,California,Star
506808,47,0,Connecticut,Star
506809,34,1,Nevada,Star
506810,61,0,Louisiana,Star
506811,63,1,Colorado,Star
506812,29,0,Wyoming,Star
506813,53,0,Alabama,Star
506814,38,1,Florida,Star
506815,62,1,South Carolina,Star
506816,37,1,Hawaii,Star
506817,18,1,South Carolina,Star
506818,33,0,New York,Star
506819,28,1,Kansas,Star
506820,55,1,Illinois,Star
506821,21,1,New Mexico,Star
506822,31,1,Virginia,Star
506823,52,0,Connecticut,Star
506824,57,1,Hawaii,Star
506825,37,1,New Mexico,Star
506826,18,0,Connecticut,Star
506827,34,0,Florida,Star
506828,53,0,Vermont,Star
506829,47,0,California,Star
506830,49,1,Colorado,Star
506831,46,0,Iowa,Star
506832,16,1,South Carolina,Star
506833,32,1,Colorado,Star
506834,40,0,New York,Star
506835,29,1,Maine,Star
506836,48,1,New Mexico,Star
506837,22,0,Maryland,Star
506838,29,0,Missouri,Star
506839,27,0,Hawaii,Star
506840,52,0,North Dakota,Star
506841,61,1,Ohio,Star
506842,60,0,Nebraska,Star
506843,48,1,Montana,Star
506844,47,0,Indiana,Star
506845,23,1,Wisconsin,Star
506846,27,1,Alabama,Star
506847,31,1,Alabama,Star
506848,26,1,Indiana,Star
506849,21,1,Maine,Star
506850,51,0,Montana,Star
506851,26,1,Arkansas,Star
506852,18,1,Missouri,Star
506853,17,1,Pennsylvania,Star
506854,33,1,New Hampshire,Star
506855,28,0,Washington,Star
506856,27,1,Texas,Star
506857,19,0,Ohio,Star
506858,43,1,New York,Star
506859,32,1,Kentucky,Star
506860,21,1,New Mexico,Star
506861,39,1,Texas,Star
506862,48,1,Maine,Star
506863,23,0,Massachusetts,Star
506864,41,1,Wyoming,Star
506865,16,0,Kentucky,Star
506866,37,1,Florida,Star
506867,38,0,Massachusetts,Star
506868,34,1,Iowa,Star
506869,56,1,Maryland,Star
506870,55,1,Louisiana,Star
506871,33,0,North Carolina,Star
506872,36,1,Kentucky,Star
506873,41,1,Illinois,Star
506874,28,1,Rhode Island,Star
506875,50,1,Iowa,Star
506876,48,0,Massachusetts,Star
506877,18,1,South Carolina,Star
506878,44,0,West Virginia,Star
506879,49,1,Kansas,Star
506880,57,1,Iowa,Star
506881,40,1,South Carolina,Star
506882,19,1,Texas,Star
506883,32,1,West Virginia,Star
506884,51,0,Kansas,Star
506885,52,1,Iowa,Star
506886,35,0,South Carolina,Star
506887,38,0,Texas,Star
506888,63,0,Tennessee,Star
506889,49,0,California,Star
506890,58,0,Colorado,Star
506891,23,1,Ohio,Star
506892,56,1,Maine,Star
506893,29,1,Montana,Star
506894,24,1,Oregon,Star
506895,50,0,North Dakota,Star
506896,44,1,Texas,Star
506897,34,1,Alaska,Star
506898,44,0,Oklahoma,Star
506899,53,1,Connecticut,Star
506900,29,1,Vermont,Star
506901,41,0,Ohio,Star
506902,52,0,Oklahoma,Star
506903,23,0,Oregon,Star
506904,19,1,Illinois,Star
506905,54,1,Nevada,Star
506906,25,1,New Jersey,Star
506907,18,0,Louisiana,Star
506908,56,1,Massachusetts,Star
506909,53,1,Indiana,Star
506910,60,1,New York,Star
506911,40,1,New York,Star
506912,39,1,Rhode Island,Star
506913,63,0,Florida,Star
506914,41,1,Arkansas,Star
506915,38,1,Virginia,Star
506916,58,1,Michigan,Star
506917,20,1,Maryland,Star
506918,50,1,Nebraska,Star
506919,51,0,Kansas,Star
506920,56,1,Virginia,Star
506921,40,0,Utah,Star
506922,56,0,Missouri,Star
506923,35,1,Arizona,Star
506924,53,1,South Carolina,Star
506925,57,1,Colorado,Star
506926,42,1,New Hampshire,Star
506927,53,1,Nebraska,Star
506928,32,1,Utah,Star
506929,51,0,Missouri,Star
506930,35,0,Arizona,Star
506931,36,0,South Carolina,Star
506932,59,1,Colorado,Star
506933,62,0,New Hampshire,Star
506934,30,0,Nebraska,Star
506935,36,1,Montana,Star
506936,45,1,Wyoming,Star
506937,51,1,Ohio,Star
506938,45,1,Wyoming,Star
506939,46,1,Oregon,Star
506940,32,1,Tennessee,Star
506941,48,1,Louisiana,Star
506942,20,0,Utah,Star
506943,20,1,Florida,Star
506944,27,1,Michigan,Star
506945,63,1,Kansas,Star
506946,51,1,South Dakota,Star
506947,63,1,Virginia,Star
506948,37,1,Connecticut,Star
506949,36,1,Kentucky,Star
506950,29,1,Georgia,Star
506951,43,1,Washington,Star
506952,53,1,Montana,Star
506953,49,1,Michigan,Star
506954,55,1,Alaska,Star
506955,57,1,Wisconsin,Star
506956,18,1,Rhode Island,Star
506957,28,0,Louisiana,Star
506958,16,1,Kansas,Star
506959,48,1,Georgia,Star
506960,31,1,Kentucky,Star
506961,24,1,Idaho,Star
506962,56,0,West Virginia,Star
506963,17,0,Nebraska,Star
506964,26,1,New Mexico,Star
506965,16,1,Alabama,Star
506966,30,1,Oregon,Star
506967,32,0,New Mexico,Star
506968,52,1,Michigan,Star
506969,45,1,Montana,Star
506970,30,0,Ohio,Star
506971,39,0,California,Star
506972,35,1,Montana,Star
506973,43,0,Pennsylvania,Star
506974,33,1,Oklahoma,Star
506975,18,1,North Dakota,Star
506976,47,0,West Virginia,Star
506977,31,0,Arkansas,Star
506978,46,0,California,Star
506979,20,0,Arizona,Star
506980,17,1,Rhode Island,Star
506981,26,1,Michigan,Star
506982,21,1,Oklahoma,Star
506983,51,1,New York,Star
506984,17,0,Vermont,Star
506985,55,1,Illinois,Star
506986,50,1,Georgia,Star
506987,30,0,Mississippi,Star
506988,33,0,Florida,Star
506989,24,1,Georgia,Star
506990,54,0,Nevada,Star
506991,36,0,Idaho,Star
506992,36,0,North Carolina,Star
506993,51,1,New Jersey,Star
506994,25,0,West Virginia,Star
506995,62,1,Colorado,Star
506996,31,1,Georgia,Star
506997,59,1,Alaska,Star
506998,49,0,Iowa,Star
506999,39,1,New York,Star
507000,25,0,Minnesota,Star
507001,41,0,Maryland,Star
507002,22,0,Rhode Island,Star
507003,31,1,Ohio,Star
507004,62,1,Hawaii,Star
507005,26,1,Idaho,Star
507006,25,0,West Virginia,Star
507007,45,1,Oklahoma,Star
507008,53,1,California,Star
507009,35,1,Wyoming,Star
507010,22,0,Arkansas,Star
507011,50,0,Mississippi,Star
507012,25,1,Alabama,Star
507013,45,1,New Mexico,Star
507014,31,1,Delaware,Star
507015,49,0,Nevada,Star
507016,45,1,Missouri,Star
507017,31,0,Alaska,Star
507018,25,1,Oklahoma,Star
507019,18,0,Maine,Star
507020,52,0,Tennessee,Star
507021,49,0,Wyoming,Star
507022,35,1,Wyoming,Star
507023,19,0,Massachusetts,Star
507024,42,1,Arizona,Star
507025,27,0,Texas,Star
507026,18,1,Illinois,Star
507027,24,1,Minnesota,Star
507028,46,1,Kentucky,Star
507029,34,1,Nevada,Star
507030,36,1,Massachusetts,Star
507031,19,1,Maine,Star
507032,46,1,North Carolina,Star
507033,61,1,North Dakota,Star
507034,49,1,Montana,Star
507035,47,0,Maine,Star
507036,45,0,Minnesota,Star
507037,21,1,North Carolina,Star
507038,33,1,Idaho,Star
507039,34,0,Vermont,Star
507040,17,1,Massachusetts,Star
507041,47,1,Nebraska,Star
507042,44,1,New Mexico,Star
507043,55,1,Michigan,Star
507044,43,1,Missouri,Star
507045,39,0,Vermont,Star
507046,39,1,New York,Star
507047,23,1,Kentucky,Star
507048,50,1,Vermont,Star
507049,53,1,Virginia,Star
507050,58,0,North Carolina,Star
507051,54,1,Florida,Star
507052,19,0,Indiana,Star
507053,45,1,Oklahoma,Star
507054,47,1,Nebraska,Star
507055,43,0,Oklahoma,Star
507056,56,1,Delaware,Star
507057,26,1,Indiana,Star
507058,23,0,South Dakota,Star
507059,59,1,West Virginia,Star
507060,35,0,Idaho,Star
507061,19,1,Illinois,Star
507062,40,1,Virginia,Star
507063,55,1,South Carolina,Star
507064,57,1,New Jersey,Star
507065,54,0,South Dakota,Star
507066,37,0,Massachusetts,Star
507067,49,1,Mississippi,Star
507068,26,1,Nevada,Star
507069,36,0,South Carolina,Star
507070,45,1,New Hampshire,Star
507071,28,1,Ohio,Star
507072,55,1,Virginia,Star
507073,49,1,New York,Star
507074,48,0,Vermont,Star
507075,44,0,New Jersey,Star
507076,63,1,Arizona,Star
507077,32,1,West Virginia,Star
507078,56,0,Georgia,Star
507079,61,0,Wisconsin,Star
507080,44,1,New Mexico,Star
507081,25,1,California,Star
507082,59,0,Washington,Star
507083,44,1,Texas,Star
507084,57,0,Pennsylvania,Star
507085,60,1,Texas,Star
507086,61,1,Alaska,Star
507087,35,1,New Mexico,Star
507088,16,1,Hawaii,Star
507089,61,1,Arizona,Star
507090,28,0,California,Star
507091,22,0,Louisiana,Star
507092,22,1,Arizona,Star
507093,59,1,Mississippi,Star
507094,45,1,Oregon,Star
507095,52,1,Massachusetts,Star
507096,32,1,Texas,Star
507097,56,1,Montana,Star
507098,63,1,Nevada,Star
507099,51,1,Iowa,Star
507100,24,0,Texas,Star
507101,45,1,New York,Star
507102,60,0,South Dakota,Star
507103,21,0,Vermont,Star
507104,20,0,Colorado,Star
507105,48,1,South Carolina,Star
507106,24,1,Wyoming,Star
507107,51,0,Florida,Star
507108,36,1,Oklahoma,Star
507109,35,0,Pennsylvania,Star
507110,58,0,Vermont,Star
507111,34,1,Mississippi,Star
507112,20,1,Oklahoma,Star
507113,50,1,Georgia,Star
507114,51,0,Indiana,Star
507115,34,1,Florida,Star
507116,56,0,Arizona,Star
507117,37,0,Nebraska,Star
507118,28,0,Massachusetts,Star
507119,45,1,Arizona,Star
507120,52,1,Mississippi,Star
507121,57,1,Wisconsin,Star
507122,39,1,California,Star
507123,38,1,Oregon,Star
507124,56,1,Colorado,Star
507125,48,1,Utah,Star
507126,62,0,North Dakota,Star
507127,25,1,Hawaii,Star
507128,26,1,South Dakota,Star
507129,25,1,Kentucky,Star
507130,37,1,Indiana,Star
507131,56,0,Missouri,Star
507132,31,0,Alaska,Star
507133,52,1,Arizona,Star
507134,60,0,Illinois,Star
507135,38,0,Nevada,Star
507136,57,1,Vermont,Star
507137,41,1,Maine,Star
507138,53,0,Kentucky,Star
507139,24,1,Wyoming,Star
507140,57,1,Michigan,Star
507141,31,1,Texas,Star
507142,52,0,Hawaii,Star
507143,35,1,Pennsylvania,Star
507144,16,1,Vermont,Star
507145,46,1,Oregon,Star
507146,19,1,Ohio,Star
507147,37,0,Alaska,Star
507148,23,0,New York,Star
507149,60,1,Connecticut,Star
507150,31,1,Oklahoma,Star
507151,19,1,Oregon,Star
507152,54,1,Florida,Star
507153,63,1,South Dakota,Star
507154,18,1,Michigan,Star
507155,61,1,Kansas,Star
507156,18,1,Pennsylvania,Star
507157,45,0,New Hampshire,Star
507158,55,1,Kentucky,Star
507159,44,1,Texas,Star
507160,38,0,Florida,Star
507161,58,0,California,Star
507162,47,0,North Carolina,Star
507163,41,1,New York,Star
507164,63,0,Oklahoma,Star
507165,54,1,New Jersey,Star
507166,43,1,Florida,Star
507167,19,1,New York,Star
507168,25,0,Massachusetts,Star
507169,50,1,Minnesota,Star
507170,31,1,Oklahoma,Star
507171,48,1,Pennsylvania,Star
507172,40,1,Alabama,Star
507173,55,1,Indiana,Star
507174,58,1,Vermont,Star
507175,54,1,Idaho,Star
507176,50,0,Maine,Star
507177,58,1,West Virginia,Star
507178,23,1,Washington,Star
507179,62,1,Alaska,Star
507180,53,0,Illinois,Star
507181,56,1,Indiana,Star
507182,51,1,Arkansas,Star
507183,42,1,Maine,Star
507184,42,0,Virginia,Star
507185,29,1,North Carolina,Star
507186,17,1,Rhode Island,Star
507187,42,0,Kansas,Star
507188,48,1,New Mexico,Star
507189,60,0,Texas,Star
507190,56,1,Oregon,Star
507191,30,0,Pennsylvania,Star
507192,53,1,Alabama,Star
507193,22,1,Georgia,Star
507194,43,1,Arkansas,Star
507195,43,1,Nebraska,Star
507196,44,1,Alabama,Star
507197,56,0,Missouri,Star
507198,30,1,New York,Star
507199,55,1,New Mexico,Star
507200,51,1,Maryland,Star
507201,59,1,Georgia,Star
507202,33,1,Illinois,Star
507203,59,1,Hawaii,Star
507204,62,1,Hawaii,Star
507205,35,0,Wyoming,Star
507206,27,1,Maryland,Star
507207,59,0,Oklahoma,Star
507208,40,0,Missouri,Star
507209,17,1,Colorado,Star
507210,62,1,Ohio,Star
507211,26,1,Oregon,Star
507212,48,0,Maine,Star
507213,45,0,New Jersey,Star
507214,54,1,Montana,Star
507215,54,0,Pennsylvania,Star
507216,48,1,Louisiana,Star
507217,28,1,Nebraska,Star
507218,16,1,Washington,Star
507219,32,1,Vermont,Star
507220,62,0,Arkansas,Star
507221,45,1,Maine,Star
507222,51,1,New Mexico,Star
507223,20,1,Michigan,Star
507224,38,1,Utah,Star
507225,58,0,New Hampshire,Star
507226,20,0,Utah,Star
507227,24,1,South Carolina,Star
507228,33,1,North Carolina,Star
507229,23,1,Rhode Island,Star
507230,17,0,Nebraska,Star
507231,62,1,West Virginia,Star
507232,42,1,Alabama,Star
507233,27,0,Washington,Star
507234,46,1,Iowa,Star
507235,59,0,Georgia,Star
507236,39,1,Georgia,Star
507237,16,1,Minnesota,Star
507238,34,0,Georgia,Star
507239,53,1,New Mexico,Star
507240,59,0,Michigan,Star
507241,25,0,New Jersey,Star
507242,36,1,Tennessee,Star
507243,30,1,Connecticut,Star
507244,30,1,Wisconsin,Star
507245,57,1,Illinois,Star
507246,37,0,Arkansas,Star
507247,23,0,Mississippi,Star
507248,41,1,North Dakota,Star
507249,52,0,Maine,Star
507250,49,1,New Hampshire,Star
507251,33,0,California,Star
507252,31,1,Louisiana,Star
507253,60,1,Alaska,Star
507254,30,1,Vermont,Star
507255,54,1,New York,Star
507256,62,0,Vermont,Star
507257,38,1,New Jersey,Star
507258,18,1,Arizona,Star
507259,50,0,Michigan,Star
507260,27,0,New Jersey,Star
507261,41,0,Georgia,Star
507262,29,1,Minnesota,Star
507263,49,1,Florida,Star
507264,39,1,Arizona,Star
507265,17,1,Maryland,Star
507266,28,1,Delaware,Star
507267,63,1,Pennsylvania,Star
507268,50,1,Oregon,Star
507269,41,0,Colorado,Star
507270,21,1,Colorado,Star
507271,32,0,Nebraska,Star
507272,59,1,North Dakota,Star
507273,16,1,Alabama,Star
507274,26,1,California,Star
507275,23,0,Washington,Star
507276,23,0,Arkansas,Star
507277,19,0,Connecticut,Star
507278,45,0,Georgia,Star
507279,21,1,Alaska,Star
507280,49,1,Minnesota,Star
507281,43,1,New Mexico,Star
507282,45,1,Florida,Star
507283,44,1,New Jersey,Star
507284,54,1,Arizona,Star
507285,37,1,Missouri,Star
507286,61,0,Oklahoma,Star
507287,63,1,Kansas,Star
507288,26,1,Maine,Star
507289,50,1,Minnesota,Star
507290,62,1,North Carolina,Star
507291,63,1,Wyoming,Star
507292,44,1,Indiana,Star
507293,32,1,Alaska,Star
507294,19,1,Georgia,Star
507295,39,1,Vermont,Star
507296,51,0,Minnesota,Star
507297,20,1,West Virginia,Star
507298,25,1,Virginia,Star
507299,27,1,South Dakota,Star
507300,52,1,Wisconsin,Star
507301,22,1,Kentucky,Star
507302,44,1,Vermont,Star
507303,45,1,Maryland,Star
507304,25,1,Arizona,Star
507305,49,0,Massachusetts,Star
507306,21,1,Pennsylvania,Star
507307,61,1,Virginia,Star
507308,45,1,New Mexico,Star
507309,41,1,New York,Star
507310,19,1,Colorado,Star
507311,32,1,Mississippi,Star
507312,61,1,Illinois,Star
507313,53,1,North Dakota,Star
507314,41,1,Delaware,Star
507315,28,1,New York,Star
507316,37,0,Virginia,Star
507317,24,1,Pennsylvania,Star
507318,49,0,Alaska,Star
507319,56,1,Louisiana,Star
507320,40,0,Montana,Star
507321,17,1,Rhode Island,Star
507322,42,1,Idaho,Star
507323,51,0,Nebraska,Star
507324,49,1,California,Star
507325,52,1,California,Star
507326,60,0,Kentucky,Star
507327,46,0,New Jersey,Star
507328,37,1,Arizona,Star
507329,61,1,North Dakota,Star
507330,56,1,Ohio,Star
507331,37,0,Arizona,Star
507332,32,1,Alaska,Star
507333,33,0,Maine,Star
507334,38,0,California,Star
507335,46,1,Pennsylvania,Star
507336,42,0,Pennsylvania,Star
507337,47,1,Illinois,Star
507338,53,0,West Virginia,Star
507339,58,1,Minnesota,Star
507340,30,1,Kansas,Star
507341,62,1,Mississippi,Star
507342,63,1,Florida,Star
507343,20,1,South Dakota,Star
507344,54,1,West Virginia,Star
507345,34,1,West Virginia,Star
507346,25,0,Illinois,Star
507347,28,1,Connecticut,Star
507348,41,1,Nevada,Star
507349,31,1,Hawaii,Star
507350,53,1,California,Star
507351,57,1,Massachusetts,Star
507352,44,0,North Carolina,Star
507353,56,0,Wisconsin,Star
507354,22,1,Nevada,Star
507355,51,1,Maine,Star
507356,23,1,Colorado,Star
507357,23,1,Minnesota,Star
507358,55,1,Nevada,Star
507359,48,0,Indiana,Star
507360,26,1,Arizona,Star
507361,28,0,Tennessee,Star
507362,41,1,Florida,Star
507363,43,1,Montana,Star
507364,32,1,New Jersey,Star
507365,63,0,Utah,Star
507366,51,1,Michigan,Star
507367,25,1,New York,Star
507368,44,1,Wyoming,Star
507369,59,0,Oregon,Star
507370,16,1,Connecticut,Star
507371,45,1,Maine,Star
507372,24,0,Maryland,Star
507373,46,1,California,Star
507374,30,1,Arkansas,Star
507375,45,0,Oklahoma,Star
507376,41,1,Wisconsin,Star
507377,16,0,Kansas,Star
507378,56,0,North Carolina,Star
507379,17,0,Washington,Star
507380,38,1,Vermont,Star
507381,16,0,Vermont,Star
507382,38,1,Delaware,Star
507383,38,0,Virginia,Star
507384,29,0,Missouri,Star
507385,50,0,Louisiana,Star
507386,46,0,South Dakota,Star
507387,59,0,South Carolina,Star
507388,44,1,Kansas,Star
507389,19,1,Texas,Star
507390,57,1,West Virginia,Star
507391,29,0,Kansas,Star
507392,18,1,Vermont,Star
507393,35,1,Maryland,Star
507394,56,0,Washington,Star
507395,39,1,Delaware,Star
507396,37,0,South Dakota,Star
507397,38,0,Oregon,Star
507398,61,0,California,Star
507399,60,0,Indiana,Star
507400,49,0,Alaska,Star
507401,32,1,Missouri,Star
507402,22,1,Kentucky,Star
507403,54,1,New Hampshire,Star
507404,40,0,Maryland,Star
507405,48,0,Montana,Star
507406,30,0,Wisconsin,Star
507407,44,0,Ohio,Star
507408,39,0,North Carolina,Star
507409,37,1,Washington,Star
507410,44,0,Massachusetts,Star
507411,23,1,Michigan,Star
507412,47,0,Nevada,Star
507413,54,1,Hawaii,Star
507414,29,1,Hawaii,Star
507415,26,0,Georgia,Star
507416,42,1,Wisconsin,Star
507417,61,0,Colorado,Star
507418,42,1,Oregon,Star
507419,48,1,Arizona,Star
507420,42,1,Louisiana,Star
507421,47,0,Nevada,Star
507422,46,1,Washington,Star
507423,18,1,Michigan,Star
507424,50,1,Arkansas,Star
507425,60,0,Georgia,Star
507426,58,1,Illinois,Star
507427,33,1,Oregon,Star
507428,18,0,Kentucky,Star
507429,47,1,Colorado,Star
507430,40,0,West Virginia,Star
507431,59,1,Alabama,Star
507432,60,1,Nebraska,Star
507433,32,0,Florida,Star
507434,16,0,New Hampshire,Star
507435,63,1,Oregon,Star
507436,54,1,Alabama,Star
507437,44,1,Illinois,Star
507438,35,0,Georgia,Star
507439,23,1,Arkansas,Star
507440,59,0,Arizona,Star
507441,30,1,Montana,Star
507442,23,1,Alabama,Star
507443,21,1,Wisconsin,Star
507444,29,1,Utah,Star
507445,47,1,Vermont,Star
507446,58,0,Michigan,Star
507447,53,1,South Dakota,Star
507448,49,1,Idaho,Star
507449,21,1,Missouri,Star
507450,37,1,Delaware,Star
507451,47,1,Hawaii,Star
507452,18,1,Utah,Star
507453,52,1,New Hampshire,Star
507454,45,0,Vermont,Star
507455,44,0,Ohio,Star
507456,20,1,Louisiana,Star
507457,57,1,Nebraska,Star
507458,33,0,Oregon,Star
507459,29,1,Oregon,Star
507460,53,0,Maryland,Star
507461,17,0,Montana,Star
507462,32,0,Florida,Star
507463,56,1,Michigan,Star
507464,61,1,South Dakota,Star
507465,56,1,Hawaii,Star
507466,51,0,Tennessee,Star
507467,22,1,Washington,Star
507468,44,0,Illinois,Star
507469,40,0,Arkansas,Star
507470,33,0,Connecticut,Star
507471,60,0,Arizona,Star
507472,36,1,New Mexico,Star
507473,19,0,Minnesota,Star
507474,53,0,Pennsylvania,Star
507475,39,1,Michigan,Star
507476,16,0,Vermont,Star
507477,46,0,Oklahoma,Star
507478,32,0,Hawaii,Star
507479,52,1,Tennessee,Star
507480,28,0,Rhode Island,Star
507481,41,0,New York,Star
507482,26,1,North Dakota,Star
507483,52,1,Connecticut,Star
507484,17,0,Arizona,Star
507485,31,1,Indiana,Star
507486,43,0,Michigan,Star
507487,40,0,Florida,Star
507488,33,1,West Virginia,Star
507489,62,1,North Carolina,Star
507490,29,0,Massachusetts,Star
507491,63,1,Arizona,Star
507492,61,0,South Dakota,Star
507493,24,0,Minnesota,Star
507494,27,1,New York,Star
507495,30,1,Massachusetts,Star
507496,36,1,New Mexico,Star
507497,46,1,North Carolina,Star
507498,18,1,Utah,Star
507499,29,1,Montana,Star
507500,32,0,Texas,Star
507501,38,1,Florida,Star
507502,44,1,South Dakota,Star
507503,42,0,New Mexico,Star
507504,53,1,Nebraska,Star
507505,45,0,Washington,Star
507506,47,1,Wisconsin,Star
507507,34,1,Pennsylvania,Star
507508,25,1,Alaska,Star
507509,59,1,Kansas,Star
507510,31,1,West Virginia,Star
507511,31,1,New Mexico,Star
507512,57,1,Arizona,Star
507513,22,1,Maine,Star
507514,31,1,Georgia,Star
507515,27,1,Wyoming,Star
507516,47,1,Wyoming,Star
507517,42,1,Montana,Star
507518,21,0,South Dakota,Star
507519,61,0,Mississippi,Star
507520,49,1,Mississippi,Star
507521,39,1,South Dakota,Star
507522,23,1,Idaho,Star
507523,29,0,New Mexico,Star
507524,62,1,Missouri,Star
507525,51,1,North Carolina,Star
507526,29,1,Washington,Star
507527,16,0,Alaska,Star
507528,19,0,Oregon,Star
507529,32,1,Utah,Star
507530,62,1,Massachusetts,Star
507531,41,0,Texas,Star
507532,63,1,New York,Star
507533,56,0,Oregon,Star
507534,48,1,Rhode Island,Star
507535,45,0,Arkansas,Star
507536,17,1,Oklahoma,Star
507537,55,1,Iowa,Star
507538,29,1,Virginia,Star
507539,36,1,Nevada,Star
507540,22,0,New Hampshire,Star
507541,32,0,Illinois,Star
507542,36,1,Washington,Star
507543,60,0,New Mexico,Star
507544,19,1,Iowa,Star
507545,22,1,Maine,Star
507546,54,0,West Virginia,Star
507547,21,1,Oregon,Star
507548,51,1,New Jersey,Star
507549,60,0,Maine,Star
507550,38,1,Georgia,Star
507551,17,0,Indiana,Star
507552,53,1,Texas,Star
507553,20,0,Ohio,Star
507554,16,1,Louisiana,Star
507555,40,1,Minnesota,Star
507556,35,1,Georgia,Star
507557,63,1,Kentucky,Star
507558,54,0,Kansas,Star
507559,32,0,Nevada,Star
507560,20,1,Idaho,Star
507561,45,0,Colorado,Star
507562,20,0,Illinois,Star
507563,32,1,California,Star
507564,17,1,Connecticut,Star
507565,16,1,Minnesota,Star
507566,24,0,South Dakota,Star
507567,60,1,Kentucky,Star
507568,48,1,New York,Star
507569,58,1,Alaska,Star
507570,36,0,New Hampshire,Star
507571,20,0,South Carolina,Star
507572,53,0,Louisiana,Star
507573,54,1,Arizona,Star
